Movie Title,Rating,Actors
Джанго освобожденный,8.5,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Clay Donahue Fontenot, Escalante Lundy, Miriam F. Glover, Don Johnson, Franco Nero, James Russo, Tom Wopat, Don Stroud, Russ Tamblyn, Amber Tamblyn, Bruce Dern, M.C. Gainey, Cooper Huckabee, Doc Duhame, Jonah Hill, Lee Horsley, Zoë Bell, Michael Bowen, Robert Carradine, Jake Garber, Ted Neeley, James Parks, Tom Savini, Michael Parks, John Jarratt, Quentin Tarantino, Amari Cheatom, Keith Jefferson, Marcus Henderson, Chuuch, Kinetic, Louise Stratten, Kim Robillard, Shana Stein, Shannon Hazlett, Jack Lucarelli, Victoria Thomas, Grace Collins, Sharon Pierre-Louis, Christopher Berry, Kim Collins, Dane Rhodes, JD Evermore, Rex Linn, Michael Bacall, Ronan Hice, Ned Bellamy, Dave Coennen, Danièle Watts, Jon Eyez, Omar J. Dorsey, Evan Parke, Craig Stark, Brian Brown, Ritchie Montgomery, Nicholas Dashnaw, Jarrod Bunch, Edrick Browne, Kerry Sims, Jamal Duff, Todd Allen, Lewis Smith, Keniaryn Mitchell, Jakel Marshall, Carl Singleton, Ashley Toman, John McConnell"
Апокалипсис сегодня,8.4,"Marlon Brando, Martin Sheen, Robert Duvall, Frederic Forrest, Sam Bottoms, Laurence Fishburne, Albert Hall, Harrison Ford, Dennis Hopper, G.D. Spradlin, Jerry Ziesmer, Scott Glenn, Bo Byers, James Keane, Kerry Rossall, Ron McQueen, Tom Mason, Cynthia Wood, Colleen Camp, Linda Carpenter, Jack Thibeau, Glenn Walken, George Cantero, Damien Leake, Herb Rice, William Upton, Larry Carney, Marc Coppola, Daniel Kiewit, Father Elias, Bill Graham, Hattie Bell, Jerry Ross, Dick White, Christian Marquand, Aurore Clément, Michel Pitton, Frank Villard, David Olivier, Chrystel Le Pelletier, Robert Julian, Yvon LeSeaux, Roman Coppola, Gian-Carlo Coppola, Henri Sadardeil, Gilbert Renkens"
Помни,8.4,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior, Russ Fega, Jorja Fox, Stephen Tobolowsky, Harriet Sansom Harris, Thomas Lennon, Callum Keith Rennie, Kimberly Campbell, Marianne Muellerleile, Larry Holden"
ВАЛЛ·И,8.4,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, MacInTalk, John Ratzenberger, Kathy Najimy, Sigourney Weaver"
Индиана Джонс: В поисках утраченного ковчега,8.4,"Harrison Ford, Karen Allen, Paul Freeman, Ronald Lacey, John Rhys-Davies, Denholm Elliott, Alfred Molina, Wolf Kahler, Anthony Higgins, Vic Tablian, Don Fellows, William Hootkins, Bill Reimbold, Fred Sorenson, Patrick Durkin, Matthew Scurfield, Malcolm Weaver, Sonny Caldinez, Anthony Chinn, Pat Roach, Christopher Frederick, Tutte Lemkow, Ishaq Bux, Kiran Shah, Souad Messaoudi, Terry Richards, Steve Hanson, Frank Marshall, Martin Kreidt, George Harris, Eddie Tagoe, John Rees, Tony Vogel, Ted Grossman"
12-я неудача,8.9,"Vikrant Massey, Medha Shankr, Anant Joshi, Anshuman Pushkar, Geeta Agrawal Sharma, Harish Khanna, Sarita Joshi, Priyanshu Chatterjee, Vikas Divyakirti, Abhishek Sengupta, Triaksh Chhabra, Darius Chinoy, Vijay Kumar Dogra, Fasi Khan, Sam Mohan, Rahul Dev Shetty, Suraj Naagar, Sanjay Bishnoi, Salim Siddiqui, Shubham Somu Srivastava, Sukumar Tudu, Perry Chhabra"
Жизнь других,8.4,"Martina Gedeck, Ulrich Mühe, Sebastian Koch, Ulrich Tukur, Thomas Thieme, Hans-Uwe Bauer, Volkmar Kleinert, Matthias Brenner, Charly Hübner, Herbert Knaup, Bastian Trost, Marie Gruber, Volker Zack, Werner Daehn, Martin Brambach, Hubertus Hartmann, Thomas Arnold, Hinnerk Schönemann, Paul Faßnacht, Ludwig Blochberger, Paul Maximilian Schüller, Susanna Kraus, Gabi Fleming, Michael Gerber, Fabian von Klitzing, Harald Polzin, Sheri Hagen, Gitta Schweighöfer, Elja-Dusa Kedves, Hildegard Schroedter, Inga Birkenfeld, Philipp Kewenig, Jens Wassermann, Ernst-Ludwig Petrowsky, Manfred Ludwig Sextett, Kai Ivo Baulitz"
Сансет бульвар,8.4,"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson, Fred Clark, Lloyd Gough, Jack Webb, Franklyn Farnum, Larry J. Blake, Charles Dayton, Cecil B. DeMille, Hedda Hopper, Buster Keaton, Anna Q. Nilsson, H.B. Warner, Ray Evans, Jay Livingston"
Мстители: Война бесконечности,8.4,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Don Cheadle, Benedict Cumberbatch, Tom Holland, Chadwick Boseman, Zoe Saldana, Karen Gillan, Tom Hiddleston, Paul Bettany, Elizabeth Olsen, Anthony Mackie, Sebastian Stan, Idris Elba, Danai Gurira, Peter Dinklage, Benedict Wong, Pom Klementieff, Dave Bautista, Vin Diesel, Bradley Cooper, Gwyneth Paltrow, Benicio Del Toro, Josh Brolin, Chris Pratt, Sean Gunn, William Hurt, Letitia Wright, Terry Notary, Tom Vaughan-Lawlor, Carrie Coon, Michael James Shaw, Stan Lee, Winston Duke, Florence Kasumba, Kerry Condon, Monique Ganderton, Jacob Batalon, Tiffany Espensen, Isabella Amara, Ethan Dizon, Ariana Greenblatt, Ameenah Kaplan, Ross Marquand, Michael Anthony Rogers, Stephen McFeely, Aaron Lazar, Robert Pralgo, Olaniyan Thurmon, Blair Jasin, Matthew Zuk, Laura Miller"
Тропы славы,8.4,"Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready, Wayne Morris, Richard Anderson, Joe Turkel, Christiane Kubrick, Jerry Hausner, Peter Capell, Emile Meyer, Bert Freed, Kem Dibbs, Timothy Carey, Fred Bell, John Stein, Harold Benedict"
Человек-паук: Через Вселенные,8.4,"Shameik Moore, Jake Johnson, Hailee Steinfeld, Mahershala Ali, Brian Tyree Henry, Lily Tomlin, Luna Lauren Velez, Zoë Kravitz, John Mulaney, Kimiko Glenn, Nicolas Cage, Kathryn Hahn, Liev Schreiber, Chris Pine, Natalie Morales, Edwin R. Habacon, Oscar Isaac, Greta Lee, Stan Lee, Jorma Taccone, Joaquín Cosio, Marvin Jones III, Kim Yarbrough, Lake Bell, Jessica Mikayla, Gredel Berrios Calladine, Sarah D. Cole, Kelby Joseph, Mimi Davila, Claudia Choi, Melanie Haynes, Joseph Izzo, Nick Jaine, Muneeb Rehman, Carlos Zaragoza, Post Malone, David Applebee, Juan Carlos Arvelo, Adam Brown, Jon Bruno, Darcy Rose Byrnes, Oscar Camacho, June Christopher, Alycia Cooper, Michelle Jubilee Gonzalez, Terrence Hardy, Bridget Hoffman, Rif Hutton, Miguel Jiron, Harrison Knight, Lex Lang, Donna Lynn Leavy, Andrew Leviton, Caitlin McKenna, Scott Menville, Christopher Miller, Arthur Ortiz, Juan Pacheco, Devika Parikh, Shakira Ja'nai Paye, Courtney Peldon, Chrystee Pharris, Jacqueline Pinol, Juan Pope, Al Rodrigo, Joseph Sanfelippo, Justin Shenkarow, Dennis Singletary, Warren Sroka, Melissa Sturm, Holly Walker, Jason Linere-White, Ruby Zalduondo, Ruth Zalduondo"
Свидетель обвинения,8.4,"Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester, John Williams, Henry Daniell, Ian Wolfe, Torin Thatcher, Norma Varden, Una O'Connor, Francis Compton, Philip Tonge, Ruta Lee"
Сияние,8.4,"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers, Barry Nelson, Philip Stone, Joe Turkel, Anne Jackson, Tony Burton, Lia Beldam, Billie Gibson, Barry Dennen, David Baxt, Manning Redwood, Lisa Burns, Louise Burns, Robin Pappas, Alison Coleridge, Burnell Tucker, Jana Shelden, Kate Phelps, Norman Gay"
Великий диктатор,8.4,"Charles Chaplin, Jack Oakie, Reginald Gardiner, Henry Daniell, Billy Gilbert, Grace Hayle, Carter DeHaven, Paulette Goddard, Maurice Moscovitch, Emma Dunn, Bernard Gorcey, Paul Weigel, Chester Conklin, Esther Michelson, Hank Mann, Florence Wright, Eddie Gribbon, Rudolph Anders, Eddie Dunn, Nita Pike, George Lynn"
Чужие,8.4,"Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser, Lance Henriksen, Bill Paxton, William Hope, Jenette Goldstein, Al Matthews, Mark Rolston, Ricco Ross, Colette Hiller, Daniel Kash, Cynthia Dale Scott, Tip Tipping, Trevor Steedman, Paul Maxwell, Valerie Colgan, Alan Polonsky, Alibe Parsons, Blain Fairman, Barbara Coles, Carl Toop, John Lees"
Бесславные ублюдки,8.4,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender, Diane Kruger, Daniel Brühl, Til Schweiger, Gedeon Burkhard, Jacky Ido, B.J. Novak, Omar Doom, August Diehl, Denis Ménochet, Sylvester Groth, Martin Wuttke, Mike Myers, Julie Dreyfus, Richard Sammel, Alexander Fehling, Rod Taylor, Sönke Möhring, Samm Levine, Paul Rust, Michael Bacall, Arndt Schwering-Sohnrey, Petra Hartung, Volker Zack, Ken Duken, Christian Berkel, Anne-Sophie Franck, Léa Seydoux, Tina Rodriguez, Lena Friedrich, Ludger Pistor, Jana Pallaske, Wolfgang Lindner, Michael Kranz, Rainer Bock, André Penvern, Sebastian Hülk, Buddy Joe Hooker, Carlos Fidel, Christian Brückner, Hilmar Eichhorn, Patrick Elias, Eva Löbau, Salvadore Brandt, Jasper Linnewedel, Wilfried Hochholdinger, Olivier Girard, Michael Scheel, Leo Plank, Andreas Tietz, Bo Svenson, Enzo G. Castellari"
Тёмный рыцарь: Возрождение легенды,8.4,"Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt, Anne Hathaway, Marion Cotillard, Morgan Freeman, Michael Caine, Matthew Modine, Alon Aboutboul, Ben Mendelsohn, Burn Gorman, Daniel Sunjata, Aidan Gillen, Sam Kennard, Aliash Tepina, Nestor Carbonell, Brett Cullen, Nick Julian, Miranda Nolan, Claire Julien, Reggie Lee, Joseph Lyle Taylor, Chris Ellis, Tyler Dean Flores, Juno Temple, Duane Henry, James Harvey Ward, Gonzalo Menendez, Cameron Jack, Lex Daniel, Thomas Lennon, Trevor White, Rob Brown, Fredric Lehne, Courtney Munch, Chris Hill, Travis Guba, Jay Benedict, Will Estes, David Dayan Fisher, Phillip James Griffith, Glen Powell, Ben Cornish, Russ Fega, Andres Perez-Molina, Brent Briscoe, John Nolan, Oliver Cotton, Mark Killeen, Sarah Goldberg, John Macmillan, Robert Wisdom, Ronnie Gene Blevins, John Hollingworth, Ian Bohen, Uri Gavriel, Noel Gugliemi, Max Schuler, Daina Griffith, Hector Atreyu Ruiz, Patrick Cox, Aramis Knight, Josh Stewart, William Devane, Harry Coles, Joey King, Liam Neeson, Julie Mun, Cillian Murphy, David Gyasi, Patrick Jordan, Tom Conti, Joshua Elijah Reese, Desmond Harrington, Mychael Bates, Rory Nolan, Tomas Arana, Peter Holden, David Monahan, Jillian Armenante, Aja Evans, Aldous Davidson, Michael James Faradie, Wade Williams, Antwan Lewis, Jake Canuso, Josh Pence, India Wadsworth, Kevin Kiely Jnr, Daniel Newman, Massi Furlan, Warren Brown, Luke Rutherford, Phillip Browne, Christopher Judge, Aldo Bigante, Charles Jackson Coyne, Patrick Leahy, Todd Gearhart"
Тайна Коко,8.4,"Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renee Victor, Jaime Camil, Alfonso Arau, Herbert Siguenza, Gabriel Iglesias, Lombardo Boyar, Ana Ofelia Murguía, Natalia Cordova-Buckley, Selene Luna, Edward James Olmos, Sofía Espinosa, Carla Medina, Dyana Ortelli, Luis Valdez, Blanca Araceli, Salvador Reyes, Cheech Marin, Octavio Solis, John Ratzenberger"
Амадей,8.4,"F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice, Simon Callow, Christine Ebersole, Jeffrey Jones, Charles Kay, Kenneth McMillan, Kenny Baker, Lisbeth Bartlett, Barbara Bryne, Martin Cavina, Roderick Cook, Milan Demjanenko, Peter DiGesu, Richard Frank, Patrick Hines, Nicholas Kepros, Philip Lenkowsky, Herman Meckler, Jonathan Moore, Cynthia Nixon, Brian Pettifer, Vincent Schiavelli, Douglas Seale, Miroslav Sekera, Cassie Stuart, John Strauss, Karl-Heinz Teuber, Rita Zohar, Miro Grisa, Helena Cihelnikova, Karel Gult, Zuzana Kadlecova, Magda Celakovska, Slavena Drasilova, Eva Senková, Leos Kratochvil, Gino Zeman, Janoslav Mikulín, Ladislav Krecmer, Karel Fiala, Jan Blazek, Zdenek Jelen, Milada Cechalova, John Carrafa, Sara Clifford, Richard Colton, Shelley Freydont, Anne Glasner, Barbara Hoom, Mary Kellogg, Raymond Kurshals, John Malashock, Jennifer Rawe, Tom Rawe, William Whitener, Hana Brejchová, Miriam Chytilová, Karel Effa, Radka Fiedlerová, Rene Gabzdyl, Karel Hábl, Atka Janousková, Marta Jarolimkova, Gabriela Krckova, Vladimir Krousky, Jirí Krytinár, Radka Kucharova, Jan Kuzelka, Jirí Lír, Lenka Loubalová, Dagmar Maskova, Ladislav Mikes, Jitka Molavcová, Jana Musilová, Vojtech Nalezenec, Pavel Nový, Jiri Opsatko, Jan Pohan, Therese Herz, Ivan Pokorný, Milan Riehs, Iva Sebkova, Zdenek Sklenar, Renata Vackova, Jiri Vancura, Dana Vávrová, Petra Vogelova, Josef Zeman"
"Доктор Стрейнджлав, или Как я научился не волноваться и полюбил атомную бомбу",8.3,"Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn, Slim Pickens, Peter Bull, James Earl Jones, Tracy Reed, Jack Creley, Frank Berry, Robert O'Neil, Glenn Beck, Roy Stephens, Shane Rimmer, Hal Galili, Paul Tamarin, Laurence Herder, Gordon Tanner, John McCarthy"
История игрушек,8.3,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger, Annie Potts, John Morris, Erik von Detten, Laurie Metcalf, R. Lee Ermey, Sarah Rayne, Penn Jillette, Jack Angel, Spencer Aste, Greg Berg, Lisa Bradley, Kendall Cunningham, Debi Derryberry, Cody Dorkin, Bill Farmer, Craig Good, Gregory Grudt, Danielle Judovits, Sam Lasseter, Brittany Levenbrown, Sherry Lynn, Scott McAfee, Mickie McGowan, Ryan O'Donohue, Jeff Pidgeon, Patrick Pinney, Phil Proctor, Jan Rabson, Joe Ranft, Andrew Stanton, Shane Sweet"
Олдбой,8.3,"Choi Min-sik, Yoo Ji-tae, Kang Hye-jeong, Kim Byeong-Ok, Ji Dae-han, Oh Dal-su, Seung-shin Lee, Yoon Jin-seo, Oh Tae-kyung, Yoo Yeon-seok, Il-han Oo, Young-hee Lee, Young-ae Kim, Mi Mi Lee, Jae-Duk Han, Jung Ae Kwak, San Kim, Chae-soo Jang, Seol-a Im, Syd Lim, Chang-hak Choi, Bi-Joon Shin, Seok-jae Seong, Choi Jae-sup, Jin-Yool Yoon, Seon-bok Mun, Park Jae-woong, Oh Soon-tae, Hong-Pyo Lee, Geun-Seok Park, Heo Myeong-haeng, Kim Won-jung, Sung-Gyu Park, Jung-pil Lee, Seon-Rang Han, Beom-sik Sin, Jung-ok Han, Dong Hyun Baek, Myeong-cheol Ju, Ji-hun Park, Choon-Beom Choi, Myeong-seok Seo, Woo-Jae Jeon, Jo Sang-gyeong, Young-ju Oh, Lee Ji-hye, Joong-hyun Ji, Sang-moo Moon, Oh Gwang-Rok, Lee Dae-yeon, Park Myung-shin, Su-hyeon Kim, Yi Yong"
Красота по-американски,8.3,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Peter Gallagher, Allison Janney, Chris Cooper, Scott Bakula, Sam Robards, Barry Del Sherman, Ara Celi, John Cho, Fort Atkinson, Sue Casey, Kent Faulcon, Brenda Wehle, Lisa Cloud, Alison Faulk, Krista Goodsitt, Lily Houtkin, Carolina Lancaster, Mona Leah, Chekesha Van Putten, Emily Zachary, Nancy Anderson, Reshma Gajjar, Stephanie Rizzo, Heather Joy Sher, Chelsea Hertford, Amber Smith, Joel McCrary, Marissa Jaret Winokur, Dennis Anderson, Matthew Kimbrough, Erin Cathryn Strubbe"
Мстители: Финал,8.4,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Don Cheadle, Paul Rudd, Benedict Cumberbatch, Chadwick Boseman, Brie Larson, Tom Holland, Karen Gillan, Zoe Saldana, Evangeline Lilly, Tessa Thompson, Rene Russo, Elizabeth Olsen, Anthony Mackie, Sebastian Stan, Tom Hiddleston, Danai Gurira, Benedict Wong, Pom Klementieff, Dave Bautista, Letitia Wright, John Slattery, Tilda Swinton, Jon Favreau, Hayley Atwell, Natalie Portman, Marisa Tomei, Taika Waititi, Angela Bassett, Michael Douglas, Michelle Pfeiffer, William Hurt, Cobie Smulders, Sean Gunn, Winston Duke, Linda Cardellini, Maximiliano Hernández, Frank Grillo, Hiroyuki Sanada, Tom Vaughan-Lawlor, James D'Arcy, Jacob Batalon, Vin Diesel, Bradley Cooper, Gwyneth Paltrow, Robert Redford, Josh Brolin, Chris Pratt, Samuel L. Jackson, Lexi Rabe, Ross Marquand, Joe Russo, Emma Fuhrmann, Michael James Shaw, Terry Notary, Kerry Condon, Ben Sakamoto, Ava Russo, Cade Woodward, Stan Lee, Yvette Nicole Brown, Callan Mulvey, Lia Mariella Russo, Julian Russo, Taylor Patterson, Augie Rosalina, Ken Jeong, Ty Simpkins, Jackson A. Dunn, Lee Moore, Bazlo LeClair, Loen LeClair, Matthew Berry, Joy McAvoy, John Michael Morris, Michael A. Cook, Brent McGee, Brian Schaeffer, Jamie Wedel, Anthony G Breed, Erica Ribley, Monique Ganderton, Jim Starlin, Jimmy Ray Pickens, Hye Jin Jang, Russell Bobbitt, James Lin, Jack Champion, Sam Hargrave, Patrick Gorman, Aaron Lazar, Robert Pralgo, Tom Wisdom, John Posey, Ameenah Kaplan, Olaniyan Thurmon, Jennifer Elmore, Mike Lutz"
Храброе сердце,8.3,"James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo, Sean McGinley, Alan Tall, Andrew Weir, Gerda Stevenson, Ralph Riach, Mhairi Calvey, Brian Cox, Patrick McGoohan, Peter Hanly, Sophie Marceau, Stephen Billington, Barry McGovern, Angus Macfadyen, John Kavanagh, Alun Armstrong, Mel Gibson, Catherine McCormack, Brendan Gleeson, Tommy Flanagan, Julie Austin, Alex Norton, Joanne Bett, Rupert Vansittart, Michael Byrne, Robert Paterson, Malcolm Tierney, William Scott-Masson, Dean Lopata, Tam White, Donal Gibson, Jeanne Marine, Martin Dunne, Fred Chiverton, Ian Bannen, Jimmy Chisholm, David O'Hara, John Murtagh, David McKay, Peter Mullan, Martin Murphy, Gerard McSorley, Bernard Horsfall, Richard Leaf, Daniel Coll, Niall O'Brien, Liam Carney, Bill Murdoch, Phil Kelly, Martin Dempsey, Jimmy Keogh, Joe Savino, David Gant, Mal Whyte, Paul Tucker"
Подводная лодка,8.4,"Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch, Martin Semmelrogge, Bernd Tauber, Erwin Leder, Martin May, Heinz Hoenig, Uwe Ochsenknecht, Claude-Oliver Rudolph, Jan Fedder, Ralf Richter, Joachim Bernhard, Oliver Stritzel, Konrad Becker, Lutz Schnell, Martin Hemme, Rita Cadillac, Otto Sander, Günter Lamprecht, Thomas Boxhammer, Roger Barth, Günther Franke, Christian Bendomir, Norbert Gronwald, Albert Kraml, Jean-Claude Hoffmann, Peter Pathenis, Arno Kral, Christian Seipolt, Helmut Neumeier, Ferdinand Schaal, Wilhelm Pietsch, Rolf Weber, Dirk Salomon, Lothar Zajicek"
Умница Уилл Хантинг,8.3,"Matt Damon, Ben Affleck, Stellan Skarsgård, John Mighton, Rachel Majorowski, Colleen McCauley, Casey Affleck, Cole Hauser, Matt Mercier, Ralph St. George, Rob Lynds, Dan Washington, Alison Folland, Derrick Bridgeman, Vik Sahay, Shannon Egleson, Rob Lyons, Steven Kozlowski, Minnie Driver, Jennifer Deathe, Scott William Winters, Philip Williams, Patrick O'Donnell, Kevin Rushton, Jimmy Flynn, Joe Cannon, Ann Matacunas, George Plimpton, Francesco Clemente, Robin Williams, Jessica Morton, Barna Moricz, Libby Geller, Chas Lawther, Richard Fitzpatrick, Frank Nakashima, Chris Britton, David Eisner, Bruce Hunter, Robert Talvano, James Allodi"
Принцесса Мононоке,8.3,"Billy Crudup, Billy Bob Thornton, Minnie Driver, John DiMaggio, Claire Danes, John DeMita, Jada Pinkett Smith, Gillian Anderson, Keith David, Corey Burton, Tara Strong, Julia Fletcher, Debi Derryberry, Alex Fernandez, Jack Fletcher, Pat Fraley, John Hostetter, John Rafter Lee, Jessica Lynn, Sherry Lynn, Matt K. Miller, Marnie Mosiman, Tress MacNeille, Matt McKenzie, Michael McShane, Adam Paul, David Rasner, Dwight Schultz, Pamela Adlon, K.T. Vogt, Yôji Matsuda, Yuriko Ishida, Yûko Tanaka, Kaoru Kobayashi, Masahiko Nishimura, Tsunehiko Kamijô, Sumi Shimamoto, Tetsu Watanabe, Mitsuru Satô, Akira Nagoya, Akihiro Miwa, Mitsuko Mori, Hisaya Morishige, Kei Iinuma, Michiko Yamamoto, Shirô Saitô, Kazue Sugiura, Ikuko Yamamoto, Shigeto Ho, Katsutoshi Nagura, Kota Fukazawa, Tomikazu Kuwabara, Nobuhisa Okazaki, Daigo Fukunaga, Eiji Kato, Kinu Yoshimi, Akiko Yoshioka, Saori Takatsuki, Miyuki Nikaido, Naoya Fujimaki, Akira Sakamoto, Yoshimasa Kondô, Keiko Tsukamoto, Shinji Tokumaru, Kiho Iinuma, Shigenobu Miyake, Masahiko Seno, Kazuya Kobayashi, Fumio Ukibe, Akihiko Tonosaki, Yoshiaki Arai, Tetsuo Omi, Fumi Kakuta, Shinobu Sakashita, Yuko Kashima, Takako Fuji, Kimihiro Reizei, Daikichi Sugawara, Akio Nakamura, Yayoi Kazuki, Takashi Matsuyama, Hiroki Ochi, Kenji Tashiro, Yûki Matsuda, Shinichi Watanabe, Nobuyoshi Harada, Ryota Ono, Yoshiaki Masuda, Kazuyo Murata, Eriko Ando, Riri Tajima, Kazuyo Uekusa"
Джокер,8.4,"Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen, Shea Whigham, Bill Camp, Glenn Fleshler, Leigh Gill, Josh Pais, Rocco Luna, Marc Maron, Sondra James, Murphy Guyer, Douglas Hodge, Dante Pereira-Olson, Carrie Louise Putrello, Sharon Washington, Hannah Gross, Frank Wood, Brian Tyree Henry, April Grace, Mick Szal, Carl Lundstedt, Michael Benz, Ben Warheit, Gary Gulman, Sam Morril, Chris Redd, Mandela Bellamy, Demetrius Dotson II, Greer Barnes, Ray Iannicelli, Bryan Callen, Peter Hans Benson, Vito Gerbino, Adam Quezada, Xavyer Ureña, Evan Rosado, Damian Emmanuel, Mike Troll, Jane Fergus, David Gibson, Tony D. Head, Jeff McCarthy, Kim Brockington, Troy Roberts, Lou Young, Michael-Scott Druckenmiller, Craig Austin, John Cenatiempo, Danny Schoch, Keith Buterbaugh, James Ciccone, Rich Campbell, Roger Squitero, Steven Elson, Graham Maby, John Alldred, Alonzo Wright, Jack Wilkins, Richard Baratta"
Твоё имя,8.4,"Ryunosuke Kamiki, Mone Kamishiraishi, Ryo Narita, Aoi Yûki, Nobunaga Shimazaki, Kaito Ishikawa, Kanon Tani, Masaki Terasoma, Sayaka Ôhara, Kazuhiko Inoue, Chafûrin, Kana Hanazawa, Yuka Terasaki, Takashi Onozuka, Yôhei Namekawa, Miyu Tsuji, Shin'ya Hamazoe, Kanami Satô, Shinjirô Gôda, Yasuhiro Kikuchi, Tamari Hinata, Nozomi Yamane, Yuuki Shin, Tatsuya Murakami, Nodoka Hasegawa, Baron Yamazaki, Suguru Inoue, Ryoko Usami, Miho Morisaki, Tsuyoshi Minamijima, Aika Oomae, Tomohiro Yamaguchi, Takayuki Nakatsukasa, Hiroki Matsukawa, Shouko Negoro, Haruka Ominami, Manami Hanawa, Miho Tabata, Eriko Tomioka, Eiji Yamamoto"
Рай и ад,8.4,"Toshirô Mifune, Tatsuya Nakadai, Kyôko Kagawa, Tatsuya Mihashi, Isao Kimura, Kenjirô Ishiyama, Takeshi Katô, Takashi Shimura, Jun Tazaki, Nobuo Nakamura, Yûnosuke Itô, Tsutomu Yamazaki, Minoru Chiaki, Eijirô Tôno, Masao Shimizu, Yutaka Sada, Masahiko Shimazu, Toshio Egi, Kôji Mitsui, Kyû Sazanka, Susumu Fujita, Kamatari Fujiwara, Yoshio Tsuchiya, Kazuo Kitamura, Gen Shimizu, Akira Nagoya, Jun Hamamura, Masao Oda, Kô Nishimura, Yoshifumi Tajima, Kôji Kiyomura, Hiroshi Unayama, Yoshisuke Makino, Jun Kondô, Satoshi Suzuki, Senkichi Ômura, Kazuo Katô, Ikio Sawamura, Kin Sugai, Keiko Tomita, Isao Onoda, Seiichi Taguchi, Takeo Matsushita, Kiyoshi Yamamoto, Kenji Kodama, Minoru Itô, Haruo Suzuki"
Три идиота,8.4,"Aamir Khan, Madhavan, Sharman Joshi, Kareena Kapoor, Boman Irani, Omi Vaidya, Mona Singh, Jaaved Jaaferi, Parikshit Sahni, Olivier Lafont, Rahul Kumar, Amardeep Jha, Farida Dadi, Mukund Bhatt, Chaitali Bose, Jayant Kripalani, Arun Bali, Shoaib Ahmed, Dushyant Wagh, Pooja Goswami, A.S. Duggal, Annapurna Kaul, Chandrashekhar, R.S. Kodange, Dharmendra Bhurji, Meghna Bhalla, Harvinder Singh, Dilshad Edibam, Rajeev Ravindranathan, Hitesh Tak, Rajendra Patwardhan, Achyut Potdar, Ali Fazal, Madhav Vaze, Dileep Desai, Raghunathan, Vaidyanathan, Kumar Veer Singh, Shailja Dhar, Dinesh Kumar, Pitabhash Tripathi, Aakkash Dabhade, Apul Jaisinghani, Trilok Sadhwani, Akhil Mishra, Sonu, Atul Tiwari, Praful Kulkarni, Jalil Parkar, Debashish Naha, Michael Joseph, Smriti, Sanjay Sood, Dayal Sharma, Rakesh Sharma, Elihud George, Sarvanna, Tanveer Ahmed, Shankar Sachdev, Kishor Patil, Insia Lacewalla, Keshav Rae, Lata Kurdikar, Suhas Vaidya, Nishi Singh, Saurabh Agnihotri, Sitaram Sharma, Pundit Prayag Raj, Supriya Shukla, Malvika Singh, Tsanwal Namgyal, Jigmet Dorjey"
